id,gold,pred,correct
mathvista_0265,11,11,1
mathvista_0266,A,A,1
mathvista_0267,C,C,1
mathvista_0268,10.4,110.4,0
mathvista_0269,B,A,0
mathvista_0270,C,O,0
mathvista_0271,C,,0
mathvista_0272,C,D,0
mathvista_0273,C,,0
mathvista_0274,D,D,1
mathvista_0275,D,A,0
mathvista_0276,C,M,0
mathvista_0277,D,A,0
mathvista_0278,C,S,0
mathvista_0279,A,A,1
mathvista_0280,B,A,0
mathvista_0281,B,B,1
mathvista_0282,100,1,0
mathvista_0283,C,C,1
mathvista_0284,1,1,1
mathvista_0285,D,D,1
mathvista_0286,D,A,0
mathvista_0287,B,X,0
mathvista_0288,A,,0
mathvista_0289,2,2,1
mathvista_0290,A,D,0
mathvista_0291,D,D,1
mathvista_0292,B,B,1
mathvista_0293,C,S,0
mathvista_0294,0.17,0.05,0
mathvista_0295,3,3,1
mathvista_0296,B,X,0
mathvista_0297,A,A,1
mathvista_0298,A,A,1
mathvista_0299,22,33,0
mathvista_0300,C,L,0
mathvista_0301,A,A,1
mathvista_0302,D,S,0
mathvista_0303,B,A,0
mathvista_0304,100,2,0
mathvista_0305,9,9,1
mathvista_0306,A,A,1
mathvista_0307,2.58,35,0
mathvista_0308,B,A,0
mathvista_0309,5,6,0
mathvista_0310,C,,0
mathvista_0311,2,12,0
mathvista_0312,C,C,1
mathvista_0313,10,10,1
mathvista_0314,B,A,0
mathvista_0315,D,A,0
mathvista_0316,A,A,1
mathvista_0317,6,5,0
mathvista_0318,C,C,1
mathvista_0319,A,A,1
mathvista_0320,B,C,0
mathvista_0321,B,B,1
mathvista_0322,D,D,1
mathvista_0323,A,A,1
mathvista_0324,53,50,0
mathvista_0325,B,B,1
mathvista_0326,3,3,1
mathvista_0327,0,1,0
mathvista_0328,18,10,0
mathvista_0329,A,X,0
mathvista_0330,7,8,0
mathvista_0331,64,5,0
mathvista_0332,7873,1,0
mathvista_0333,A,A,1
mathvista_0334,A,A,1
mathvista_0335,2,2,1
mathvista_0336,8,8,1
mathvista_0337,B,B,1
mathvista_0338,B,D,0
mathvista_0339,D,O,0
mathvista_0340,E,F,0
mathvista_0341,C,C,1
mathvista_0342,D,,0
mathvista_0343,7,7,1
mathvista_0344,A,A,1
mathvista_0345,25,10,0
mathvista_0346,1,2,0
mathvista_0347,B,B,1
mathvista_0348,A,A,1
mathvista_0349,A,A,1
mathvista_0350,4,3,0
mathvista_0351,A,A,1
mathvista_0352,1,1,1
mathvista_0353,130.4,100,0
mathvista_0354,0,To,0
mathvista_0355,B,,0
mathvista_0356,B,B,1
mathvista_0357,B,B,1
mathvista_0358,A,S,0
mathvista_0359,-7,-1,0
mathvista_0360,B,,0
mathvista_0361,B,A,0
mathvista_0362,8,9,0
mathvista_0363,2,2,1
mathvista_0364,C,,0
mathvista_0365,7,6,0
mathvista_0366,2,28,0
mathvista_0367,14,10,0
mathvista_0368,B,B,1
mathvista_0369,A,X,0
mathvista_0370,A,A,1
mathvista_0371,B,D,0
mathvista_0372,2,1,0
mathvista_0373,B,A,0
mathvista_0374,13,13,1
mathvista_0375,B,,0
mathvista_0376,7,8,0
mathvista_0377,B,B,1
mathvista_0378,D,D,1
mathvista_0379,A,A,1
mathvista_0380,6,6,1
mathvista_0381,A,A,1
mathvista_0382,A,A,1
mathvista_0383,131253.5,131252.5,0
mathvista_0384,0,0,1
mathvista_0385,A,A,1
mathvista_0386,C,S,0
mathvista_0387,100,100,1
mathvista_0388,B,B,1
mathvista_0389,A,A,1
mathvista_0390,A,A,1
mathvista_0391,D,O,0
mathvista_0392,1,4,0
mathvista_0393,54,42,0
mathvista_0394,F,F,1
mathvista_0395,10,515,0
mathvista_0396,B,B,1
mathvista_0397,B,C,0
mathvista_0398,3,3,1
mathvista_0399,6,6,1
mathvista_0400,G,G,1
mathvista_0401,1,1,1
mathvista_0402,C,C,1
mathvista_0403,D,C,0
mathvista_0404,D,D,1
mathvista_0405,19,20,0
mathvista_0406,15,12,0
mathvista_0407,B,,0
mathvista_0408,D,S,0
mathvista_0409,5,4,0
mathvista_0410,A,,0
mathvista_0411,100,100,1
mathvista_0412,B,B,1
mathvista_0413,C,A,0
mathvista_0414,C,S,0
mathvista_0415,15017,11867,0
mathvista_0416,800,800,1
mathvista_0417,8,3,0
mathvista_0418,C,C,1
mathvista_0419,B,B,1
mathvista_0420,0.0,0.00,1
mathvista_0421,-47,64,0
mathvista_0422,10,1,0
mathvista_0423,B,A,0
mathvista_0424,A,A,1
mathvista_0425,A,A,1
mathvista_0426,B,,0
mathvista_0427,7,7,1
mathvista_0428,28,70,0
mathvista_0429,10,90,0
mathvista_0430,C,X,0
mathvista_0431,C,C,1
mathvista_0432,4,4,1
mathvista_0433,5,5,1
mathvista_0434,A,A,1
mathvista_0435,1,2010,0
mathvista_0436,3,33,0
mathvista_0437,839,5,0
mathvista_0438,13,3,0
mathvista_0439,B,B,1
mathvista_0440,B,S,0
mathvista_0441,9,9,1
mathvista_0442,3,1,0
mathvista_0443,B,B,1
mathvista_0444,7,7,1
mathvista_0445,A,A,1
mathvista_0446,C,D,0
mathvista_0447,B,B,1
mathvista_0448,2016,2016,1
mathvista_0449,40,50,0
mathvista_0450,D,D,1
mathvista_0451,A,A,1
mathvista_0452,C,C,1
mathvista_0453,4,4,1
mathvista_0454,1,1,1
mathvista_0455,A,D,0
mathvista_0456,A,A,1
mathvista_0457,4525,10,0
mathvista_0458,3,27,0
mathvista_0459,1,1,1
mathvista_0460,B,B,1
mathvista_0461,7,3,0
mathvista_0462,1,1,1
mathvista_0463,2,2,1
mathvista_0464,D,,0
mathvista_0465,A,B,0
mathvista_0466,B,B,1
mathvista_0467,C,,0
mathvista_0468,7,7,1
mathvista_0469,A,A,1
mathvista_0470,C,,0
mathvista_0471,8,8,1
mathvista_0472,3,2,0
mathvista_0473,12,1,0
mathvista_0474,25,4,0
mathvista_0475,8,8,1
mathvista_0476,A,A,1
mathvista_0477,A,A,1
mathvista_0478,A,,0
mathvista_0479,2.54,2.55,0
mathvista_0480,B,B,1
mathvista_0481,6,10,0
mathvista_0482,D,O,0
mathvista_0483,B,A,0
mathvista_0484,3,3,1
mathvista_0485,C,X,0
mathvista_0486,D,S,0
mathvista_0487,A,A,1
mathvista_0488,2,10,0
mathvista_0489,25,3,0
mathvista_0490,C,C,1
mathvista_0491,B,B,1
mathvista_0492,D,C,0
mathvista_0493,B,A,0
mathvista_0494,3,2,0
mathvista_0495,B,B,1
mathvista_0496,20,20,1
mathvista_0497,9,9,1
mathvista_0498,A,A,1
mathvista_0499,C,D,0
mathvista_0500,3,25,0
mathvista_0501,7,8,0
mathvista_0502,B,B,1
mathvista_0503,4,10,0
mathvista_0504,B,,0
mathvista_0505,A,C,0
mathvista_0506,"[2014, 2016]","The line graph shows peaks between the years 2015 and 2016.

Here is the Python list representing the years:

```python
[2015, 2016]
```",0
mathvista_0507,C,C,1
mathvista_0508,5,5,1
mathvista_0509,A,A,1
mathvista_0510,D,D,1
mathvista_0511,9,9,1
mathvista_0512,0.24,1.00,0
mathvista_0513,C,C,1
mathvista_0514,A,A,1
mathvista_0515,B,B,1
mathvista_0516,B,B,1
mathvista_0517,-1,-1,1
mathvista_0518,4,20,0
mathvista_0519,12,8,0
mathvista_0520,A,A,1
mathvista_0521,C,C,1
mathvista_0522,7,7,1
mathvista_0523,C,A,0
mathvista_0524,0,0,1
mathvista_0525,0,50,0
mathvista_0526,A,A,1
mathvista_0527,A,A,1
mathvista_0528,D,D,1
mathvista_0529,1020,7,0
mathvista_0530,9,10,0
mathvista_0531,B,B,1
mathvista_0532,B,B,1
mathvista_0533,8,9,0
mathvista_0534,1,1,1
mathvista_0535,-8,-8,1
mathvista_0536,D,D,1
mathvista_0537,B,B,1
mathvista_0538,A,C,0
mathvista_0539,C,D,0
mathvista_0540,A,,0
mathvista_0541,D,A,0
mathvista_0542,2,60,0
mathvista_0543,A,A,1
mathvista_0544,44,38,0
mathvista_0545,A,A,1
mathvista_0546,1,02,0
mathvista_0547,A,D,0
mathvista_0548,A,A,1
mathvista_0549,C,A,0
mathvista_0550,8,8,1
mathvista_0551,14,11,0
mathvista_0552,4,3,0
mathvista_0553,B,A,0
mathvista_0554,A,A,1
mathvista_0555,B,S,0
mathvista_0556,A,A,1
mathvista_0557,B,A,0
mathvista_0558,9,9,1
mathvista_0559,55,55,1
mathvista_0560,A,A,1
mathvista_0561,B,B,1
mathvista_0562,1,1,1
mathvista_0563,B,A,0
mathvista_0564,4,0,0
mathvista_0565,A,B,0
mathvista_0566,A,E,0
mathvista_0567,3,3,1
mathvista_0568,2,6,0
mathvista_0569,1,7,0
mathvista_0570,5,5,1
mathvista_0571,B,B,1
mathvista_0572,5,5,1
mathvista_0573,53,53,1
mathvista_0574,B,,0
mathvista_0575,A,T,0
mathvista_0576,D,D,1
mathvista_0577,-104,0,0
mathvista_0578,9567,10,0
mathvista_0579,7,7,1
mathvista_0580,A,B,0
mathvista_0581,4,65,0
mathvista_0582,A,A,1
mathvista_0583,A,A,1
mathvista_0584,A,A,1
mathvista_0585,A,D,0
mathvista_0586,C,A,0
mathvista_0587,B,M,0
mathvista_0588,1982,1982,1
mathvista_0589,5,5,1
mathvista_0590,13,22,0
mathvista_0591,4,19,0
mathvista_0592,4,4,1
mathvista_0593,273,223,0
mathvista_0594,2005,2006,0
mathvista_0595,A,A,1
mathvista_0596,B,,0
mathvista_0597,10,3,0
mathvista_0598,A,A,1
mathvista_0599,A,,0
mathvista_0600,A,S,0
mathvista_0601,0.33,0.04,0
mathvista_0602,18,2,0
mathvista_0603,300,300,1
mathvista_0604,B,A,0
mathvista_0605,6,1,0
mathvista_0606,10,10,1
mathvista_0607,3,2,0
mathvista_0608,B,B,1
mathvista_0609,1,1,1
mathvista_0610,B,S,0
mathvista_0611,0,48,0
mathvista_0612,4,4,1
mathvista_0613,10,10,1
mathvista_0614,7,3,0
mathvista_0615,D,A,0
mathvista_0616,2,2,1
mathvista_0617,9,2,0
mathvista_0618,B,B,1
mathvista_0619,16,16,1
mathvista_0620,2,2,1
mathvista_0621,E,A,0
mathvista_0622,B,A,0
mathvista_0623,C,C,1
mathvista_0624,5,5,1
mathvista_0625,A,A,1
mathvista_0626,1,1,1
mathvista_0627,6,6,1
mathvista_0628,B,E,0
mathvista_0629,20,20,1
mathvista_0630,72,46,0
mathvista_0631,0,0,1
mathvista_0632,52,52,1
mathvista_0633,B,D,0
mathvista_0634,D,D,1
mathvista_0635,B,E,0
mathvista_0636,34,34,1
mathvista_0637,C,,0
mathvista_0638,1,1,1
mathvista_0639,475,5,0
mathvista_0640,B,,0
mathvista_0641,5.77,14,0
mathvista_0642,E,A,0
mathvista_0643,A,A,1
mathvista_0644,A,A,1
mathvista_0645,A,O,0
mathvista_0646,25,24,0
mathvista_0647,B,S,0
mathvista_0648,-1,-1,1
mathvista_0649,4,31,0
mathvista_0650,31.3,24.0,0
mathvista_0651,7,5,0
mathvista_0652,0,0,1
mathvista_0653,A,A,1
mathvista_0654,B,B,1
mathvista_0655,A,A,1
mathvista_0656,A,B,0
mathvista_0657,A,A,1
mathvista_0658,1,1,1
mathvista_0659,991,991,1
mathvista_0660,B,B,1
mathvista_0661,B,B,1
mathvista_0662,80,80,1
mathvista_0663,B,B,1
mathvista_0664,17,17,1
mathvista_0665,D,,0
mathvista_0666,4,4,1
mathvista_0667,2015,2013,0
mathvista_0668,A,A,1
mathvista_0669,D,S,0
mathvista_0670,B,B,1
mathvista_0671,14.14,28.26,0
mathvista_0672,2,2,1
mathvista_0673,B,B,1
mathvista_0674,B,,0
mathvista_0675,B,,0
mathvista_0676,0,1,0
mathvista_0677,B,B,1
mathvista_0678,C,X,0
mathvista_0679,B,B,1
mathvista_0680,5,2,0
mathvista_0681,D,D,1
mathvista_0682,A,A,1
mathvista_0683,2,2,1
mathvista_0684,C,,0
mathvista_0685,B,B,1
mathvista_0686,B,B,1
mathvista_0687,A,B,0
mathvista_0688,E,E,1
mathvista_0689,A,B,0
mathvista_0690,E,A,0
mathvista_0691,256,4,0
mathvista_0692,A,,0
mathvista_0693,B,B,1
mathvista_0694,D,M,0
mathvista_0695,A,A,1
mathvista_0696,B,A,0
mathvista_0697,C,B,0
mathvista_0698,A,C,0
mathvista_0699,0,2,0
mathvista_0700,C,A,0
mathvista_0701,9,99,0
mathvista_0702,400,350,0
mathvista_0703,2372.1,2482.6,0
mathvista_0704,B,C,0
mathvista_0705,B,B,1
mathvista_0706,C,,0
mathvista_0707,D,A,0
mathvista_0708,C,P,0
mathvista_0709,4,4,1
mathvista_0710,0,3,0
mathvista_0711,3,3,1
mathvista_0712,9,9,1
mathvista_0713,A,S,0
mathvista_0714,B,B,1
mathvista_0715,B,X,0
mathvista_0716,D,D,1
mathvista_0717,B,,0
mathvista_0718,0.21,0.1,0
mathvista_0719,13,13,1
mathvista_0720,2,2,1
mathvista_0721,4,2,0
mathvista_0722,A,B,0
mathvista_0723,B,B,1
mathvista_0724,A,A,1
mathvista_0725,-130,52,0
mathvista_0726,A,,0
mathvista_0727,70,7,0
mathvista_0728,7,8,0
mathvista_0729,1,1,1
mathvista_0730,2019,2020,0
mathvista_0731,40,4,0
mathvista_0732,A,A,1
mathvista_0733,63.4,90,0
mathvista_0734,A,A,1
mathvista_0735,B,B,1
mathvista_0736,C,A,0
mathvista_0737,D,P,0
mathvista_0738,B,A,0
mathvista_0739,23,2,0
mathvista_0740,A,S,0
mathvista_0741,13,10,0
mathvista_0742,3,3,1
mathvista_0743,10.53,10.53,1
mathvista_0744,D,R,0
mathvista_0745,1,7,0
mathvista_0746,7,2,0
mathvista_0747,C,L,0
mathvista_0748,A,A,1
mathvista_0749,D,,0
mathvista_0750,18,2,0
mathvista_0751,A,A,1
mathvista_0752,C,A,0
mathvista_0753,4,4,1
mathvista_0754,A,A,1
mathvista_0755,A,X,0
mathvista_0756,C,C,1
mathvista_0757,A,P,0
mathvista_0758,B,B,1
mathvista_0759,2,2,1
mathvista_0760,A,A,1
mathvista_0761,D,D,1
mathvista_0762,A,A,1
mathvista_0763,8,7,0
mathvista_0764,9,4,0
mathvista_0765,B,B,1
mathvista_0766,A,A,1
mathvista_0767,5,To,0
mathvista_0768,B,B,1
mathvista_0769,B,B,1
mathvista_0770,1,1,1
mathvista_0771,A,A,1
mathvista_0772,A,A,1
mathvista_0773,B,A,0
mathvista_0774,A,A,1
mathvista_0775,B,A,0
mathvista_0776,B,A,0
mathvista_0777,B,B,1
mathvista_0778,A,A,1
mathvista_0779,A,A,1
mathvista_0780,7,7,1
mathvista_0781,C,K,0
mathvista_0782,4,4,1
mathvista_0783,B,,0
mathvista_0784,70,70,1
mathvista_0785,D,D,1
mathvista_0786,C,K,0
mathvista_0787,50,80,0
mathvista_0788,7,10,0
mathvista_0789,10,10,1
mathvista_0790,C,M,0
mathvista_0791,1.06,2200,0
mathvista_0792,7,7,1
mathvista_0793,1578,1578,1
mathvista_0794,2,2,1
mathvista_0795,75,1,0
mathvista_0796,3,3,1
mathvista_0797,B,X,0
mathvista_0798,B,,0
mathvista_0799,13,13,1
mathvista_0800,B,B,1
mathvista_0801,10,4,0
mathvista_0802,69,69,1
mathvista_0803,1,1,1
mathvista_0804,B,B,1
mathvista_0805,B,A,0
mathvista_0806,C,A,0
mathvista_0807,B,A,0
mathvista_0808,9,9,1
mathvista_0809,E,S,0
mathvista_0810,8,8,1
mathvista_0811,34,334,0
mathvista_0812,A,B,0
mathvista_0813,30,30,1
mathvista_0814,100000000,8,0
mathvista_0815,B,C,0
mathvista_0816,A,,0
mathvista_0817,B,,0
mathvista_0818,0.32,0.32,1
mathvista_0819,B,,0
mathvista_0820,D,A,0
mathvista_0821,A,A,1
mathvista_0822,C,,0
mathvista_0823,A,S,0
mathvista_0824,0.13,0.13,1
mathvista_0825,B,B,1
mathvista_0826,C,A,0
mathvista_0827,D,S,0
mathvista_0828,2.7,2.7,1
mathvista_0829,C,A,0
mathvista_0830,2,5,0
mathvista_0831,679,679,1
mathvista_0832,-2,-2,1
mathvista_0833,-4.3,-118,0
mathvista_0834,A,A,1
mathvista_0835,0,1,0
mathvista_0836,C,C,1
mathvista_0837,B,B,1
mathvista_0838,4,5,0
mathvista_0839,5,201999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,0
mathvista_0840,A,A,1
mathvista_0841,9,9,1
mathvista_0842,A,,0
mathvista_0843,B,B,1
mathvista_0844,B,B,1
mathvista_0845,3,65,0
mathvista_0846,A,B,0
mathvista_0847,A,A,1
mathvista_0848,3,3,1
mathvista_0849,D,D,1
mathvista_0850,A,A,1
mathvista_0851,2,1,0
mathvista_0852,40,24,0
mathvista_0853,D,,0
mathvista_0854,C,C,1
mathvista_0855,B,A,0
mathvista_0856,C,C,1
mathvista_0857,9,9,1
mathvista_0858,C,C,1
mathvista_0859,27,10,0
mathvista_0860,86,8,0
mathvista_0861,B,B,1
mathvista_0862,10.44,40.0,0
mathvista_0863,A,B,0
mathvista_0864,16,-20,0
mathvista_0865,A,A,1
mathvista_0866,D,A,0
mathvista_0867,22,2,0
mathvista_0868,5,5,1
mathvista_0869,2,2,1
mathvista_0870,A,A,1
mathvista_0871,2,2,1
mathvista_0872,D,S,0
mathvista_0873,3,1,0
mathvista_0874,2,2,1
mathvista_0875,2,1,0
mathvista_0876,C,A,0
mathvista_0877,7,6,0
mathvista_0878,C,,0
mathvista_0879,2,2,1
mathvista_0880,252.65,5.28,0
mathvista_0881,A,A,1
mathvista_0882,A,A,1
mathvista_0883,15,3,0
mathvista_0884,D,D,1
mathvista_0885,18,1,0
mathvista_0886,6,6,1
mathvista_0887,A,A,1
mathvista_0888,3,1,0
mathvista_0889,A,A,1
mathvista_0890,A,A,1
mathvista_0891,4,4,1
mathvista_0892,B,B,1
mathvista_0893,0,To,0
mathvista_0894,9,9,1
mathvista_0895,E,S,0
mathvista_0896,C,,0
mathvista_0897,B,J,0
mathvista_0898,B,C,0
mathvista_0899,2123,219,0
mathvista_0900,A,B,0
mathvista_0901,7,8,0
mathvista_0902,A,A,1
mathvista_0903,C,C,1
mathvista_0904,3,3,1
mathvista_0905,A,B,0
mathvista_0906,B,B,1
mathvista_0907,1970,1970,1
mathvista_0908,C,C,1
mathvista_0909,C,C,1
mathvista_0910,2,1,0
mathvista_0911,B,A,0
mathvista_0912,4,4,1
mathvista_0913,A,B,0
mathvista_0914,9,9,1
mathvista_0915,C,C,1
mathvista_0916,C,A,0
mathvista_0917,1,1,1
mathvista_0918,1,5,0
mathvista_0919,7,4,0
mathvista_0920,30,6,0
mathvista_0921,D,S,0
mathvista_0922,1,11,0
mathvista_0923,F,F,1
mathvista_0924,A,B,0
mathvista_0925,19.5,9.5,0
mathvista_0926,7.07,14.11,0
mathvista_0927,A,,0
mathvista_0928,5,177777777777171717171717171717171717111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0
mathvista_0929,85,85,1
mathvista_0930,A,,0
mathvista_0931,B,D,0
mathvista_0932,A,A,1
mathvista_0933,9606,606,0
mathvista_0934,10000,4,0
mathvista_0935,A,E,0
mathvista_0936,0,0,1
mathvista_0937,A,B,0
mathvista_0938,D,A,0
mathvista_0939,C,C,1
mathvista_0940,6,5,0
mathvista_0941,2,26,0
mathvista_0942,0,0,1
mathvista_0943,2,00,0
mathvista_0944,3,7,0
mathvista_0945,6,7,0
mathvista_0946,16,20,0
mathvista_0947,C,A,0
mathvista_0948,11,8,0
mathvista_0949,56,56,1
