id,gold,pred,correct
mathvista_0201,19,14,0
mathvista_0202,3,3,1
mathvista_0203,A,B,0
mathvista_0204,12,16,0
mathvista_0205,24,24,1
mathvista_0206,B,C,0
mathvista_0207,5,5,1
mathvista_0208,5,3,0
mathvista_0209,28.3,28.3,1
mathvista_0210,0,0,1
mathvista_0211,6,6,1
mathvista_0212,A,A,1
mathvista_0213,2001,2009,0
mathvista_0214,2,2,1
mathvista_0215,8,8,1
mathvista_0216,90,90,1
mathvista_0217,2,2,1
mathvista_0218,2,2,1
mathvista_0219,1,1,1
mathvista_0220,A,C,0
mathvista_0221,D,A,0
mathvista_0222,3,3,1
mathvista_0223,A,X,0
mathvista_0224,B,X,0
mathvista_0225,"[0, 2, 0, 2, 1, 7, 1, 2, 0, 3, 0, 6]","To solve this, we need to trace the contour of the object in an 8-directional chain code, starting from the ""starting point"" (marked with a red circle in the top-left corner of the grid). The chain code uses directions 0 to 7, as shown in the diagram:

- 0: Down
- 1: Down-left
- 2: Left
- 3: Up-left
- 4: Up
- 5: Up-right
- 6: Right
- 7: Down-right

We must trace the contour in a continuous path, moving from one pixel to the next along the boundary, recording the direction at each step. The chain code should be normalized with respect to the starting point — meaning we should start from the starting point and trace the contour in a consistent direction (typically clockwise or counter-clockwise, but the problem doesn’t specify, so we assume the natural traversal direction of the contour as shown).

Looking at the figure, the contour is a closed shape, and the dashed arrow points from the starting point toward the interior of the object, suggesting we should traverse the contour in a clockwise direction (as is common in such problems unless specified otherwise).

Let’s trace the contour step by step,",0
mathvista_0226,B,S,0
mathvista_0227,A,A,1
mathvista_0228,A,B,0
mathvista_0229,E,E,1
mathvista_0230,0,0,1
mathvista_0231,E,,0
mathvista_0232,B,B,1
mathvista_0233,2,3,0
mathvista_0234,C,A,0
mathvista_0235,A,X,0
mathvista_0236,C,S,0
mathvista_0237,C,C,1
mathvista_0238,B,R,0
mathvista_0239,A,A,1
mathvista_0240,1,12,0
mathvista_0241,11,-6,0
mathvista_0242,C,C,1
mathvista_0243,5,۱۵,0
mathvista_0244,B,A,0
mathvista_0245,24,24,1
mathvista_0246,13,29,0
mathvista_0247,6.36,6,0
mathvista_0248,B,B,1
mathvista_0249,6,6,1
mathvista_0250,C,A,0
mathvista_0251,4,1,0
mathvista_0252,0.73,1,0
mathvista_0253,2,7,0
mathvista_0254,A,,0
mathvista_0255,C,A,0
mathvista_0256,D,,0
mathvista_0257,A,A,1
mathvista_0258,2,60,0
mathvista_0259,2,2,1
mathvista_0260,A,X,0
mathvista_0261,6,10,0
mathvista_0262,39,39,1
mathvista_0263,38,37,0
mathvista_0264,3,6,0
mathvista_0265,11,11,1
mathvista_0266,A,A,1
mathvista_0267,C,S,0
mathvista_0268,10.4,10.4,1
mathvista_0269,B,M,0
mathvista_0270,C,A,0
mathvista_0271,C,,0
mathvista_0272,C,D,0
mathvista_0273,C,S,0
mathvista_0274,D,F,0
mathvista_0275,D,D,1
mathvista_0276,C,M,0
mathvista_0277,D,S,0
mathvista_0278,C,,0
mathvista_0279,A,A,1
mathvista_0280,B,O,0
mathvista_0281,B,B,1
mathvista_0282,100,100,1
mathvista_0283,C,T,0
mathvista_0284,1,1,1
mathvista_0285,D,O,0
mathvista_0286,D,C,0
mathvista_0287,B,X,0
mathvista_0288,A,,0
mathvista_0289,2,2,1
mathvista_0290,A,A,1
mathvista_0291,D,D,1
mathvista_0292,B,B,1
mathvista_0293,C,S,0
mathvista_0294,0.17,1,0
mathvista_0295,3,3,1
mathvista_0296,B,X,0
mathvista_0297,A,A,1
mathvista_0298,A,A,1
mathvista_0299,22,2016,0
mathvista_0300,C,H,0
mathvista_0301,A,,0
mathvista_0302,D,S,0
mathvista_0303,B,,0
mathvista_0304,100,0,0
mathvista_0305,9,9,1
mathvista_0306,A,B,0
mathvista_0307,2.58,2,0
mathvista_0308,B,A,0
mathvista_0309,5,30,0
mathvista_0310,C,,0
mathvista_0311,2,10,0
mathvista_0312,C,C,1
mathvista_0313,10,10,1
mathvista_0314,B,B,1
mathvista_0315,D,C,0
mathvista_0316,A,A,1
mathvista_0317,6,10,0
mathvista_0318,C,S,0
mathvista_0319,A,A,1
mathvista_0320,B,C,0
mathvista_0321,B,B,1
mathvista_0322,D,A,0
mathvista_0323,A,A,1
mathvista_0324,53,50,0
mathvista_0325,B,,0
mathvista_0326,3,3,1
mathvista_0327,0,2,0
mathvista_0328,18,18,1
mathvista_0329,A,X,0
mathvista_0330,7,7,1
mathvista_0331,64,512,0
mathvista_0332,7873,7873,1
mathvista_0333,A,S,0
mathvista_0334,A,A,1
mathvista_0335,2,2,1
mathvista_0336,8,8,1
mathvista_0337,B,S,0
mathvista_0338,B,X,0
mathvista_0339,D,A,0
mathvista_0340,E,B,0
mathvista_0341,C,C,1
mathvista_0342,D,,0
mathvista_0343,7,7,1
mathvista_0344,A,,0
mathvista_0345,25,25,1
mathvista_0346,1,1,1
mathvista_0347,B,B,1
mathvista_0348,A,A,1
mathvista_0349,A,A,1
mathvista_0350,4,4,1
mathvista_0351,A,A,1
mathvista_0352,1,0,0
mathvista_0353,130.4,100,0
mathvista_0354,0,0,1
mathvista_0355,B,,0
mathvista_0356,B,A,0
mathvista_0357,B,,0
mathvista_0358,A,A,1
mathvista_0359,-7,-7,1
mathvista_0360,B,G,0
mathvista_0361,B,B,1
mathvista_0362,8,8,1
mathvista_0363,2,2,1
mathvista_0364,C,C,1
mathvista_0365,7,7,1
mathvista_0366,2,0,0
mathvista_0367,14,1,0
mathvista_0368,B,B,1
mathvista_0369,A,X,0
mathvista_0370,A,A,1
mathvista_0371,B,B,1
mathvista_0372,2,2,1
mathvista_0373,B,A,0
mathvista_0374,13,13,1
mathvista_0375,B,,0
mathvista_0376,7,7,1
mathvista_0377,B,,0
mathvista_0378,D,B,0
mathvista_0379,A,S,0
mathvista_0380,6,4,0
mathvista_0381,A,A,1
mathvista_0382,A,A,1
mathvista_0383,131253.5,131253.5,1
mathvista_0384,0,0,1
mathvista_0385,A,A,1
mathvista_0386,C,,0
mathvista_0387,100,100,1
mathvista_0388,B,M,0
mathvista_0389,A,A,1
mathvista_0390,A,,0
mathvista_0391,D,A,0
mathvista_0392,1,4,0
mathvista_0393,54,54,1
mathvista_0394,F,F,1
mathvista_0395,10,35,0
mathvista_0396,B,B,1
mathvista_0397,B,B,1
mathvista_0398,3,10,0
mathvista_0399,6,6,1
mathvista_0400,G,G,1
mathvista_0401,1,1000,0
mathvista_0402,C,C,1
mathvista_0403,D,A,0
mathvista_0404,D,D,1
mathvista_0405,19,27,0
mathvista_0406,15,12,0
mathvista_0407,B,A,0
mathvista_0408,D,,0
mathvista_0409,5,4,0
mathvista_0410,A,F,0
mathvista_0411,100,100,1
mathvista_0412,B,B,1
mathvista_0413,C,,0
mathvista_0414,C,P,0
mathvista_0415,15017,15017,1
mathvista_0416,800,800,1
mathvista_0417,8,10,0
mathvista_0418,C,C,1
mathvista_0419,B,B,1
mathvista_0420,0.0,0.0,1
mathvista_0421,-47,5,0
mathvista_0422,10,10,1
mathvista_0423,B,,0
mathvista_0424,A,A,1
mathvista_0425,A,A,1
mathvista_0426,B,B,1
mathvista_0427,7,7,1
mathvista_0428,28,37,0
mathvista_0429,10,10,1
mathvista_0430,C,X,0
mathvista_0431,C,,0
mathvista_0432,4,4,1
mathvista_0433,5,10,0
mathvista_0434,A,C,0
mathvista_0435,1,1,1
mathvista_0436,3,8,0
mathvista_0437,839,350,0
mathvista_0438,13,"The image shows two men, but without specific birth dates or ages provided, it is impossible to determine the exact age gap between them.

The image is a sepia-toned photo of two men standing in front of a brick wall. One man is on the left, wearing glasses and smiling, while the other is on the right, looking more serious. However, no identifying information or age data is visible in the image.

Since the question requires an integer answer and no data is available to calculate an age difference, the answer cannot be determined from the image alone.

**Final Answer: Not determinable from the image**",0
mathvista_0439,B,A,0
mathvista_0440,B,B,1
mathvista_0441,9,9,1
mathvista_0442,3,7,0
mathvista_0443,B,B,1
mathvista_0444,7,7,1
mathvista_0445,A,A,1
mathvista_0446,C,F,0
mathvista_0447,B,,0
mathvista_0448,2016,2016,1
mathvista_0449,40,45,0
mathvista_0450,D,D,1
mathvista_0451,A,,0
mathvista_0452,C,C,1
mathvista_0453,4,5,0
mathvista_0454,1,1,1
mathvista_0455,A,,0
mathvista_0456,A,A,1
mathvista_0457,4525,4525,1
mathvista_0458,3,21,0
mathvista_0459,1,2,0
mathvista_0460,B,B,1
mathvista_0461,7,5,0
mathvista_0462,1,1,1
mathvista_0463,2,2,1
mathvista_0464,D,S,0
mathvista_0465,A,,0
mathvista_0466,B,B,1
mathvista_0467,C,A,0
mathvista_0468,7,7,1
mathvista_0469,A,B,0
mathvista_0470,C,,0
mathvista_0471,8,8,1
mathvista_0472,3,3,1
mathvista_0473,12,10,0
mathvista_0474,25,5,0
mathvista_0475,8,9,0
mathvista_0476,A,A,1
mathvista_0477,A,S,0
mathvista_0478,A,A,1
mathvista_0479,2.54,2.55,0
mathvista_0480,B,A,0
mathvista_0481,6,0,0
mathvista_0482,D,B,0
mathvista_0483,B,A,0
mathvista_0484,3,3,1
mathvista_0485,C,A,0
mathvista_0486,D,D,1
mathvista_0487,A,A,1
mathvista_0488,2,2,1
mathvista_0489,25,16,0
mathvista_0490,C,C,1
mathvista_0491,B,B,1
mathvista_0492,D,A,0
mathvista_0493,B,B,1
mathvista_0494,3,4,0
mathvista_0495,B,,0
mathvista_0496,20,20,1
mathvista_0497,9,9,1
mathvista_0498,A,A,1
mathvista_0499,C,A,0
mathvista_0500,3,0,0
mathvista_0501,7,9,0
mathvista_0502,B,,0
mathvista_0503,4,23,0
mathvista_0504,B,B,1
mathvista_0505,A,A,1
mathvista_0506,"[2014, 2016]","[2014, 2015]",0
mathvista_0507,C,S,0
mathvista_0508,5,5,1
mathvista_0509,A,B,0
mathvista_0510,D,B,0
mathvista_0511,9,9,1
mathvista_0512,0.24,2,0
mathvista_0513,C,C,1
mathvista_0514,A,S,0
mathvista_0515,B,S,0
mathvista_0516,B,B,1
mathvista_0517,-1,-1,1
mathvista_0518,4,10,0
mathvista_0519,12,2,0
mathvista_0520,A,,0
mathvista_0521,C,A,0
mathvista_0522,7,8,0
mathvista_0523,C,M,0
mathvista_0524,0,0,1
mathvista_0525,0,0,1
mathvista_0526,A,B,0
mathvista_0527,A,A,1
mathvista_0528,D,B,0
mathvista_0529,1020,75,0
mathvista_0530,9,70,0
mathvista_0531,B,D,0
mathvista_0532,B,A,0
mathvista_0533,8,8,1
mathvista_0534,1,1,1
mathvista_0535,-8,-8,1
mathvista_0536,D,S,0
mathvista_0537,B,B,1
mathvista_0538,A,C,0
mathvista_0539,C,,0
mathvista_0540,A,A,1
mathvista_0541,D,A,0
mathvista_0542,2,-13,0
mathvista_0543,A,,0
mathvista_0544,44,44,1
mathvista_0545,A,A,1
mathvista_0546,1,48,0
mathvista_0547,A,S,0
mathvista_0548,A,A,1
mathvista_0549,C,A,0
mathvista_0550,8,8,1
mathvista_0551,14,28,0
mathvista_0552,4,4,1
mathvista_0553,B,A,0
mathvista_0554,A,I,0
mathvista_0555,B,B,1
mathvista_0556,A,A,1
mathvista_0557,B,A,0
mathvista_0558,9,9,1
mathvista_0559,55,55,1
mathvista_0560,A,A,1
mathvista_0561,B,,0
mathvista_0562,1,2,0
mathvista_0563,B,B,1
mathvista_0564,4,2,0
mathvista_0565,A,B,0
mathvista_0566,A,A,1
mathvista_0567,3,3,1
mathvista_0568,2,2,1
mathvista_0569,1,2,0
mathvista_0570,5,5,1
mathvista_0571,B,A,0
mathvista_0572,5,5,1
mathvista_0573,53,53,1
mathvista_0574,B,S,0
mathvista_0575,A,A,1
mathvista_0576,D,D,1
mathvista_0577,-104,2,0
mathvista_0578,9567,6354,0
mathvista_0579,7,0,0
mathvista_0580,A,,0
mathvista_0581,4,5,0
mathvista_0582,A,B,0
mathvista_0583,A,B,0
mathvista_0584,A,A,1
mathvista_0585,A,A,1
mathvista_0586,C,A,0
mathvista_0587,B,M,0
mathvista_0588,1982,1982,1
mathvista_0589,5,2,0
mathvista_0590,13,27,0
mathvista_0591,4,4,1
mathvista_0592,4,4,1
mathvista_0593,273,261,0
mathvista_0594,2005,2005,1
mathvista_0595,A,A,1
mathvista_0596,B,,0
mathvista_0597,10,10,1
mathvista_0598,A,S,0
mathvista_0599,A,C,0
mathvista_0600,A,A,1
mathvista_0601,0.33,0.3333,0
mathvista_0602,18,18,1
mathvista_0603,300,300,1
mathvista_0604,B,B,1
mathvista_0605,6,6,1
mathvista_0606,10,10,1
mathvista_0607,3,3,1
mathvista_0608,B,,0
mathvista_0609,1,1,1
mathvista_0610,B,R,0
mathvista_0611,0,0,1
mathvista_0612,4,4,1
mathvista_0613,10,6,0
mathvista_0614,7,"The image shows two men, but their exact ages are not provided. Without birth dates or other identifying information, it is impossible to determine their actual ages or calculate an age gap.

Therefore, the age gap cannot be determined from the image alone.

Final Answer: Not determinable",0
mathvista_0615,D,P,0
mathvista_0616,2,2,1
mathvista_0617,9,0,0
mathvista_0618,B,B,1
mathvista_0619,16,16,1
mathvista_0620,2,3,0
mathvista_0621,E,H,0
mathvista_0622,B,B,1
mathvista_0623,C,C,1
mathvista_0624,5,5,1
mathvista_0625,A,A,1
mathvista_0626,1,2,0
mathvista_0627,6,6,1
mathvista_0628,B,E,0
mathvista_0629,20,20,1
mathvista_0630,72,46,0
mathvista_0631,0,0,1
mathvista_0632,52,52,1
mathvista_0633,B,,0
mathvista_0634,D,A,0
mathvista_0635,B,E,0
mathvista_0636,34,34,1
mathvista_0637,C,A,0
mathvista_0638,1,7,0
mathvista_0639,475,500,0
mathvista_0640,B,I,0
mathvista_0641,5.77,0,0
mathvista_0642,E,A,0
mathvista_0643,A,C,0
mathvista_0644,A,,0
mathvista_0645,A,,0
mathvista_0646,25,56,0
mathvista_0647,B,S,0
mathvista_0648,-1,-1,1
mathvista_0649,4,4,1
mathvista_0650,31.3,24.0,0
mathvista_0651,7,7,1
mathvista_0652,0,0,1
mathvista_0653,A,A,1
mathvista_0654,B,,0
mathvista_0655,A,A,1
mathvista_0656,A,,0
mathvista_0657,A,A,1
mathvista_0658,1,0,0
mathvista_0659,991,991,1
mathvista_0660,B,B,1
mathvista_0661,B,S,0
mathvista_0662,80,80,1
mathvista_0663,B,S,0
mathvista_0664,17,17,1
mathvista_0665,D,,0
mathvista_0666,4,4,1
mathvista_0667,2015,2,0
mathvista_0668,A,A,1
mathvista_0669,D,A,0
mathvista_0670,B,,0
mathvista_0671,14.14,2,0
mathvista_0672,2,2,1
mathvista_0673,B,B,1
mathvista_0674,B,,0
mathvista_0675,B,M,0
mathvista_0676,0,1,0
mathvista_0677,B,,0
mathvista_0678,C,S,0
mathvista_0679,B,O,0
mathvista_0680,5,10,0
mathvista_0681,D,D,1
mathvista_0682,A,A,1
mathvista_0683,2,3,0
mathvista_0684,C,G,0
mathvista_0685,B,B,1
mathvista_0686,B,B,1
mathvista_0687,A,S,0
mathvista_0688,E,E,1
mathvista_0689,A,A,1
mathvista_0690,E,A,0
mathvista_0691,256,24,0
mathvista_0692,A,S,0
mathvista_0693,B,B,1
mathvista_0694,D,A,0
mathvista_0695,A,A,1
mathvista_0696,B,B,1
mathvista_0697,C,B,0
mathvista_0698,A,,0
mathvista_0699,0,6,0
mathvista_0700,C,D,0
mathvista_0701,9,9,1
mathvista_0702,400,300,0
mathvista_0703,2372.1,1758.3,0
mathvista_0704,B,L,0
mathvista_0705,B,A,0
mathvista_0706,C,A,0
mathvista_0707,D,D,1
mathvista_0708,C,A,0
mathvista_0709,4,4,1
mathvista_0710,0,0,1
mathvista_0711,3,1945,0
mathvista_0712,9,9,1
mathvista_0713,A,,0
mathvista_0714,B,B,1
mathvista_0715,B,X,0
mathvista_0716,D,,0
mathvista_0717,B,,0
mathvista_0718,0.21,0.21,1
mathvista_0719,13,13,1
mathvista_0720,2,2,1
mathvista_0721,4,-2,0
mathvista_0722,A,,0
mathvista_0723,B,A,0
mathvista_0724,A,,0
mathvista_0725,-130,-130,1
mathvista_0726,A,,0
mathvista_0727,70,70,1
mathvista_0728,7,8,0
mathvista_0729,1,1,1
mathvista_0730,2019,2018,0
mathvista_0731,40,40,1
mathvista_0732,A,A,1
mathvista_0733,63.4,1,0
mathvista_0734,A,A,1
mathvista_0735,B,,0
mathvista_0736,C,A,0
mathvista_0737,D,D,1
mathvista_0738,B,B,1
mathvista_0739,23,23,1
mathvista_0740,A,A,1
mathvista_0741,13,0,0
mathvista_0742,3,3,1
mathvista_0743,10.53,10.53,1
mathvista_0744,D,L,0
mathvista_0745,1,20,0
mathvista_0746,7,7,1
mathvista_0747,C,M,0
mathvista_0748,A,A,1
mathvista_0749,D,A,0
mathvista_0750,18,2,0
mathvista_0751,A,A,1
mathvista_0752,C,C,1
mathvista_0753,4,4,1
mathvista_0754,A,A,1
mathvista_0755,A,S,0
mathvista_0756,C,C,1
mathvista_0757,A,X,0
mathvista_0758,B,,0
mathvista_0759,2,3,0
mathvista_0760,A,A,1
mathvista_0761,D,D,1
mathvista_0762,A,,0
mathvista_0763,8,7,0
mathvista_0764,9,12,0
mathvista_0765,B,,0
mathvista_0766,A,A,1
mathvista_0767,5,5,1
mathvista_0768,B,S,0
mathvista_0769,B,B,1
mathvista_0770,1,1,1
mathvista_0771,A,A,1
mathvista_0772,A,A,1
mathvista_0773,B,A,0
mathvista_0774,A,,0
mathvista_0775,B,,0
mathvista_0776,B,M,0
mathvista_0777,B,L,0
mathvista_0778,A,S,0
mathvista_0779,A,A,1
mathvista_0780,7,4,0
mathvista_0781,C,D,0
mathvista_0782,4,6,0
mathvista_0783,B,A,0
mathvista_0784,70,70,1
mathvista_0785,D,S,0
mathvista_0786,C,J,0
mathvista_0787,50,0,0
mathvista_0788,7,7,1
mathvista_0789,10,10,1
mathvista_0790,C,B,0
mathvista_0791,1.06,3,0
mathvista_0792,7,12,0
mathvista_0793,1578,1578,1
mathvista_0794,2,2,1
mathvista_0795,75,12,0
mathvista_0796,3,3,1
mathvista_0797,B,X,0
mathvista_0798,B,,0
mathvista_0799,13,13,1
mathvista_0800,B,B,1
mathvista_0801,10,10,1
mathvista_0802,69,69,1
mathvista_0803,1,1,1
mathvista_0804,B,B,1
mathvista_0805,B,B,1
mathvista_0806,C,A,0
mathvista_0807,B,A,0
mathvista_0808,9,10,0
mathvista_0809,E,A,0
mathvista_0810,8,2,0
mathvista_0811,34,34,1
mathvista_0812,A,A,1
mathvista_0813,30,30,1
mathvista_0814,100000000,80000000,0
mathvista_0815,B,C,0
mathvista_0816,A,,0
mathvista_0817,B,B,1
mathvista_0818,0.32,0.32,1
mathvista_0819,B,W,0
mathvista_0820,D,A,0
mathvista_0821,A,A,1
mathvista_0822,C,M,0
mathvista_0823,A,S,0
mathvista_0824,0.13,0.13,1
mathvista_0825,B,B,1
mathvista_0826,C,A,0
mathvista_0827,D,,0
mathvista_0828,2.7,2.7,1
mathvista_0829,C,S,0
mathvista_0830,2,12,0
mathvista_0831,679,679,1
mathvista_0832,-2,-2,1
mathvista_0833,-4.3,2,0
mathvista_0834,A,,0
mathvista_0835,0,1,0
mathvista_0836,C,C,1
mathvista_0837,B,B,1
mathvista_0838,4,20,0
mathvista_0839,5,10,0
mathvista_0840,A,S,0
mathvista_0841,9,9,1
mathvista_0842,A,A,1
mathvista_0843,B,B,1
mathvista_0844,B,B,1
mathvista_0845,3,10,0
mathvista_0846,A,,0
mathvista_0847,A,,0
mathvista_0848,3,0,0
mathvista_0849,D,A,0
mathvista_0850,A,A,1
mathvista_0851,2,2,1
mathvista_0852,40,10,0
mathvista_0853,D,O,0
mathvista_0854,C,C,1
mathvista_0855,B,,0
mathvista_0856,C,C,1
mathvista_0857,9,9,1
mathvista_0858,C,,0
mathvista_0859,27,10,0
mathvista_0860,86,86,1
mathvista_0861,B,,0
mathvista_0862,10.44,0,0
mathvista_0863,A,,0
mathvista_0864,16,16,1
mathvista_0865,A,A,1
mathvista_0866,D,A,0
mathvista_0867,22,22,1
mathvista_0868,5,5,1
mathvista_0869,2,2,1
mathvista_0870,A,,0
mathvista_0871,2,3,0
mathvista_0872,D,,0
mathvista_0873,3,4,0
mathvista_0874,2,1,0
mathvista_0875,2,2,1
mathvista_0876,C,S,0
mathvista_0877,7,7,1
mathvista_0878,C,C,1
mathvista_0879,2,2,1
mathvista_0880,252.65,5.50,0
mathvista_0881,A,A,1
mathvista_0882,A,A,1
mathvista_0883,15,16,0
mathvista_0884,D,D,1
mathvista_0885,18,18,1
mathvista_0886,6,6,1
mathvista_0887,A,A,1
mathvista_0888,3,3,1
mathvista_0889,A,A,1
mathvista_0890,A,A,1
mathvista_0891,4,8,0
mathvista_0892,B,A,0
mathvista_0893,0,1,0
mathvista_0894,9,9,1
mathvista_0895,E,E,1
mathvista_0896,C,S,0
mathvista_0897,B,J,0
mathvista_0898,B,A,0
mathvista_0899,2123,19,0
mathvista_0900,A,B,0
mathvista_0901,7,7,1
mathvista_0902,A,A,1
mathvista_0903,C,C,1
mathvista_0904,3,3,1
mathvista_0905,A,A,1
mathvista_0906,B,B,1
mathvista_0907,1970,0,0
mathvista_0908,C,,0
mathvista_0909,C,C,1
mathvista_0910,2,2,1
mathvista_0911,B,A,0
mathvista_0912,4,1945,0
mathvista_0913,A,,0
mathvista_0914,9,9,1
mathvista_0915,C,,0
mathvista_0916,C,A,0
mathvista_0917,1,0,0
mathvista_0918,1,32,0
